formatted_date,adjclose,open,high,low
2015-06-22,436.2900085449219,437.0,439.239990234375,434.17999267578125
2015-06-23,445.989990234375,435.5899963378906,447.0400085449219,433.69000244140625
2015-06-24,440.8399963378906,444.9700012207031,446.4700012207031,440.2300109863281
2015-06-25,440.1000061035156,438.07000732421875,443.4700012207031,436.3900146484375
2015-06-26,438.1000061035156,441.760009765625,443.489990234375,435.05999755859375
2015-06-29,429.8599853515625,434.9800109863281,437.0,429.0
2015-06-30,434.0899963378906,434.20001220703125,435.57000732421875,430.4599914550781
2015-07-01,437.3900146484375,439.3500061035156,440.0,435.5799865722656
2015-07-02,437.7099914550781,437.0,438.20001220703125,433.4800109863281
2015-07-06,436.0400085449219,435.2300109863281,439.7300109863281,433.5199890136719
2015-07-07,436.7200012207031,435.67999267578125,437.7300109863281,425.57000732421875
2015-07-08,429.70001220703125,434.3500061035156,435.989990234375,428.8299865722656
2015-07-09,434.3900146484375,434.8999938964844,438.7200012207031,434.1499938964844
2015-07-10,443.510009765625,440.489990234375,444.7200012207031,439.0
2015-07-13,455.57000732421875,448.2900085449219,457.8699951171875,447.5400085449219
2015-07-14,465.57000732421875,462.32000732421875,469.6000061035156,458.1600036621094
2015-07-15,461.19000244140625,463.0400085449219,464.70001220703125,460.20001220703125
2015-07-16,475.4800109863281,465.5,475.8800048828125,464.79998779296875
2015-07-17,483.010009765625,477.70001220703125,485.4200134277344,477.25
2015-07-20,488.1000061035156,492.57000732421875,493.20001220703125,485.3999938964844
2015-07-21,488.0,487.8999938964844,488.8800048828125,482.54998779296875
2015-07-22,488.2699890136719,485.989990234375,492.5,484.8999938964844
2015-07-23,482.17999267578125,491.6600036621094,491.6600036621094,475.70001220703125
2015-07-24,529.4199829101562,578.989990234375,580.5700073242188,529.3499755859375
2015-07-27,531.4099731445312,527.75,544.9500122070312,526.5999755859375
2015-07-28,526.030029296875,536.0,536.3900146484375,523.1199951171875
2015-07-29,529.0,530.9199829101562,532.969970703125,525.02001953125
2015-07-30,536.760009765625,527.6500244140625,539.2000122070312,524.2899780273438
2015-07-31,536.1500244140625,539.0900268554688,542.8400268554688,534.52001953125
2015-08-03,535.030029296875,537.4500122070312,540.4400024414062,529.3599853515625
2015-08-04,531.9000244140625,529.6900024414062,536.9500122070312,529.1599731445312
2015-08-05,537.010009765625,538.7999877929688,539.1400146484375,534.1199951171875
2015-08-06,529.4600219726562,539.2999877929688,542.739990234375,527.52001953125
2015-08-07,522.6199951171875,529.1599731445312,529.4600219726562,518.2100219726562
2015-08-10,524.0,528.52001953125,532.280029296875,523.0
2015-08-11,527.4600219726562,523.6500244140625,528.97998046875,522.0
2015-08-12,525.9099731445312,523.75,527.5,513.0599975585938
2015-08-13,529.6599731445312,527.3699951171875,534.6599731445312,525.489990234375
2015-08-14,531.52001953125,528.25,534.1099853515625,528.25
2015-08-17,535.219970703125,531.2899780273438,538.739990234375,527.1199951171875
2015-08-18,535.02001953125,535.0399780273438,539.489990234375,533.0
2015-08-19,532.9199829101562,533.739990234375,537.25,529.0
2015-08-20,515.780029296875,530.3900146484375,533.25,515.77001953125
2015-08-21,494.4700012207031,507.3599853515625,512.3300170898438,494.4700012207031
2015-08-24,463.3699951171875,463.5799865722656,476.5799865722656,451.0
2015-08-25,466.3699951171875,487.489990234375,489.44000244140625,466.25
2015-08-26,500.7699890136719,484.0199890136719,503.7200012207031,478.760009765625
2015-08-27,518.3699951171875,513.7100219726562,522.6900024414062,507.260009765625
2015-08-28,518.010009765625,517.5,521.5,513.0399780273438
2015-08-31,512.8900146484375,516.4400024414062,519.4099731445312,509.07000732421875
2015-09-01,496.5400085449219,499.1400146484375,510.0,493.42999267578125
2015-09-02,510.54998779296875,505.0899963378906,510.8599853515625,497.7200012207031
2015-09-03,504.7200012207031,514.5,515.8400268554688,502.57000732421875
2015-09-04,499.0,497.6499938964844,502.8500061035156,495.6400146484375
2015-09-08,517.5399780273438,508.69000244140625,518.3499755859375,508.510009765625
2015-09-09,516.8900146484375,524.0,529.9500122070312,515.0599975585938
2015-09-10,522.239990234375,515.1500244140625,526.1300048828125,514.780029296875
2015-09-11,529.4400024414062,521.0700073242188,529.4400024414062,520.6099853515625
2015-09-14,521.3800048828125,529.4400024414062,532.4500122070312,518.5800170898438
2015-09-15,522.3699951171875,523.25,527.9199829101562,517.2000122070312
2015-09-16,527.3900146484375,521.97998046875,528.2999877929688,518.52001953125
2015-09-17,538.8699951171875,526.97998046875,546.969970703125,526.5700073242188
2015-09-18,540.260009765625,534.6199951171875,546.239990234375,531.3499755859375
2015-09-21,548.3900146484375,544.3300170898438,549.780029296875,539.5900268554688
2015-09-22,538.4000244140625,539.7100219726562,543.5499877929688,532.6599731445312
2015-09-23,536.0700073242188,538.2999877929688,541.2100219726562,534.0
2015-09-24,533.75,530.5499877929688,534.5599975585938,522.8699951171875
2015-09-25,524.25,542.5700073242188,542.7999877929688,521.4000244140625
2015-09-28,504.05999755859375,520.02001953125,520.280029296875,494.3299865722656
2015-09-29,496.07000732421875,506.0,511.4800109863281,490.5
2015-09-30,511.8900146484375,505.44000244140625,512.7999877929688,501.6700134277344
2015-10-01,520.719970703125,511.0,520.7999877929688,506.0
2015-10-02,532.5399780273438,512.989990234375,532.5999755859375,508.1000061035156
2015-10-05,543.6799926757812,536.989990234375,545.9099731445312,536.0
2015-10-06,537.47998046875,545.5,551.5,533.3300170898438
2015-10-07,541.9400024414062,541.7899780273438,542.0,529.0
2015-10-08,533.1599731445312,536.7100219726562,539.3900146484375,519.8900146484375
2015-10-09,539.7999877929688,534.47998046875,541.7899780273438,530.27001953125
2015-10-12,550.1900024414062,539.9600219726562,550.8200073242188,539.7999877929688
2015-10-13,548.9000244140625,546.260009765625,553.2000122070312,543.0999755859375
2015-10-14,544.8300170898438,551.3400268554688,552.25,539.6799926757812
2015-10-15,562.4400024414062,547.75,563.0,547.0
2015-10-16,570.760009765625,565.27001953125,570.9400024414062,560.3099975585938
2015-10-19,573.1500244140625,570.760009765625,579.0,567.3800048828125
2015-10-20,560.8800048828125,572.0,573.0,555.280029296875
2015-10-21,555.77001953125,563.8699951171875,565.25,552.52001953125
2015-10-22,563.9099731445312,562.7000122070312,569.1500244140625,556.6699829101562
2015-10-23,599.030029296875,617.6799926757812,619.4500122070312,595.3599853515625
2015-10-26,608.6099853515625,602.2999877929688,609.8499755859375,596.2899780273438
2015-10-27,611.010009765625,608.5999755859375,614.7100219726562,605.530029296875
2015-10-28,617.0999755859375,612.2999877929688,617.22998046875,609.5
2015-10-29,626.5499877929688,617.7000122070312,627.5399780273438,615.3900146484375
2015-10-30,625.9000244140625,626.010009765625,630.719970703125,625.280029296875
2015-11-02,628.3499755859375,627.1300048828125,628.6300048828125,620.4099731445312
2015-11-03,625.3099975585938,629.530029296875,629.8900146484375,622.0
2015-11-04,640.9500122070312,627.760009765625,645.9299926757812,627.3499755859375
2015-11-05,655.6500244140625,647.0999755859375,657.0,643.0900268554688
2015-11-06,659.3699951171875,655.0,662.260009765625,652.0
2015-11-09,655.489990234375,658.6500244140625,661.9600219726562,647.8499755859375
2015-11-10,659.6799926757812,651.010009765625,660.0,647.260009765625
2015-11-11,673.25,663.25,675.9600219726562,663.25
2015-11-12,665.5999755859375,673.0,675.6400146484375,664.219970703125
2015-11-13,642.3499755859375,663.5700073242188,667.0,640.4500122070312
2015-11-16,647.8099975585938,640.9199829101562,649.989990234375,622.2899780273438
2015-11-17,643.2999877929688,650.6500244140625,653.25,641.0
2015-11-18,663.5399780273438,646.510009765625,664.8800048828125,646.3699951171875
2015-11-19,661.27001953125,664.989990234375,672.8599853515625,659.0
2015-11-20,668.4500122070312,667.9400024414062,668.8699951171875,657.5700073242188
